Nome da imagem            Identifi Nome da sessão       Sessão# Uso de memór Status          Nome de usuário                                    Tempo de CPU Título da janela                                                         
========================= ======== ================ =========== ============ =============== ================================================== ============ ======================================================================== 
System Idle Process              0 Services                   0          8 K Unknown         AUTORIDADE NT\SISTEMA                                 712:18:59 N/A                                                                      
conhost.exe                  25552 Console                    1     10.452 K Unknown         ALIEN\thyag                                             0:00:00 N/A                                                                      
pwsh.exe                     25584 Console                    1    163.164 K Running         ALIEN\thyag                                             0:00:07 N/A                                                                      
com.docker.backend.exe       25976 Console                    1    284.736 K Unknown         ALIEN\thyag                                             0:02:08 N/A                                                                      
conhost.exe                  10592 Console                    1      7.556 K Unknown         ALIEN\thyag                                             0:00:00 N/A                                                                      
docker.exe                   17692 Console                    1     27.112 K Unknown         ALIEN\thyag                                             0:00:01 N/A                                                                      
com.docker.build.exe         12516 Console                    1     34.980 K Unknown         ALIEN\thyag                                             0:00:04 N/A                                                                      
Docker Desktop.exe           20528 Console                    1    122.880 K Running         ALIEN\thyag                                             0:00:32 Containers - Docker Desktop [DEV]                                        
com.docker.dev-envs.exe      19532 Console                    1     15.540 K Unknown         ALIEN\thyag                                             0:00:00 N/A                                                                      
com.docker.extensions.exe    24564 Console                    1     39.032 K Unknown         ALIEN\thyag                                             0:00:03 N/A                                                                      
vmwp.exe                     26596 Services                   0     31.440 K Unknown         N/A                                                     0:00:16 N/A                                                                      
vmmemWSL                     24612 Services                   0  4.071.928 K Unknown         N/A                                                     0:17:13 N/A                                                                      
dllhost.exe                  14040 Console                    1     15.860 K Running         ALIEN\thyag                                             0:00:05 OleMainThreadWndName                                                     
Docker Desktop.exe           11672 Console                    1    104.832 K Running         ALIEN\thyag                                             0:00:31 N/A                                                                      
Docker Desktop.exe           25952 Console                    1     49.092 K Unknown         ALIEN\thyag                                             0:00:01 N/A                                                                      
Docker Desktop.exe           15864 Console                    1    134.276 K Unknown         ALIEN\thyag                                             0:06:11 N/A                                                                      
dllhost.exe                  27028 Console                    1     14.784 K Running         ALIEN\thyag                                             0:00:00 OleMainThreadWndName                                                     
